Make,Model,Year,Engine Cylinders,Driven Wheels,Price
Lamborghini,Gallardo,2014,10,4wd,251600
Lamborghini,Gallardo,2014,10,rwd,191900
Lamborghini,Gallardo,2014,10,rwd,198900
Lamborghini,Gallardo,2014,10,4wd,256300
Lamborghini,Gallardo,2014,10,4wd,202000
Lamborghini,Gallardo,2014,10,4wd,241200
Lamborghini,Gallardo,2014,10,4wd,251600
Lamborghini,Gallardo,2014,10,4wd,241200
Lamborghini,Gallardo,2014,10,4wd,202000
Lamborghini,Gallardo,2014,10,4wd,225400
Lamborghini,Gallardo,2014,10,4wd,225400
Hyundai,Genesis Coupe,2014,6,rwd,29350
Hyundai,Genesis Coupe,2014,6,rwd,32150
Hyundai,Genesis Coupe,2014,4,rwd,26350
Hyundai,Genesis Coupe,2014,6,rwd,32150
Hyundai,Genesis Coupe,2014,6,rwd,34600
Hyundai,Genesis Coupe,2014,4,rwd,29300
Hyundai,Genesis Coupe,2014,6,rwd,33400
Hyundai,Genesis Coupe,2014,4,rwd,27200
Hyundai,Genesis Coupe,2015,6,rwd,27950
Hyundai,Genesis Coupe,2015,6,rwd,26750
Hyundai,Genesis Coupe,2015,6,rwd,34600
Hyundai,Genesis Coupe,2015,6,rwd,33400
Hyundai,Genesis Coupe,2015,6,rwd,29500
Hyundai,Genesis Coupe,2016,6,rwd,26950
Hyundai,Genesis Coupe,2016,6,rwd,34950
Hyundai,Genesis Coupe,2016,6,rwd,28150
Hyundai,Genesis Coupe,2016,6,rwd,29900
Hyundai,Genesis Coupe,2016,6,rwd,33750
Hyundai,Genesis,2014,6,rwd,35200
Hyundai,Genesis,2014,8,rwd,47400
Hyundai,Genesis,2015,8,rwd,51500
Hyundai,Genesis,2015,6,rwd,38000
Hyundai,Genesis,2015,6,4wd,40500
Hyundai,Genesis,2016,6,4wd,41250
Hyundai,Genesis,2016,6,rwd,38750
Hyundai,Genesis,2016,8,rwd,53850
Maserati,Ghibli,2015,6,4wd,77900
Maserati,Ghibli,2015,6,rwd,69800
Maserati,Ghibli,2016,6,rwd,76050
Maserati,Ghibli,2016,6,rwd,70600
Maserati,Ghibli,2016,6,4wd,78550
Maserati,Ghibli,2017,6,rwd,77200
Maserati,Ghibli,2017,6,4wd,79700
Maserati,Ghibli,2017,6,rwd,71600
Rolls-Royce,Ghost Series II,2015,12,rwd,286750
Rolls-Royce,Ghost Series II,2015,12,rwd,319400
Rolls-Royce,Ghost Series II,2016,12,rwd,295850
Rolls-Royce,Ghost Series II,2016,12,rwd,329325
Rolls-Royce,Ghost,2012,12,rwd,250000
Rolls-Royce,Ghost,2012,12,rwd,290000
Rolls-Royce,Ghost,2013,12,rwd,296000
Rolls-Royce,Ghost,2013,12,rwd,256650
Rolls-Royce,Ghost,2014,12,rwd,263200
Rolls-Royce,Ghost,2014,12,rwd,303300
Mercedes-Benz,GL-Class,2014,6,4wd,63000
Mercedes-Benz,GL-Class,2014,8,4wd,64550
Mercedes-Benz,GL-Class,2014,8,4wd,88600
Mercedes-Benz,GL-Class,2014,8,4wd,118160
Mercedes-Benz,GL-Class,2015,8,4wd,119450
Mercedes-Benz,GL-Class,2015,8,4wd,89950
Mercedes-Benz,GL-Class,2015,6,4wd,65200
Mercedes-Benz,GL-Class,2015,6,4wd,63600
Mercedes-Benz,GL-Class,2016,8,4wd,89950
Mercedes-Benz,GL-Class,2016,6,4wd,63600
Mercedes-Benz,GL-Class,2016,6,4wd,65200
Mercedes-Benz,GL-Class,2016,8,4wd,119450
Mercedes-Benz,GLA-Class,2015,4,fwd,31300
Mercedes-Benz,GLA-Class,2015,4,4wd,33300
Mercedes-Benz,GLA-Class,2015,4,4wd,48300
Mercedes-Benz,GLA-Class,2016,4,4wd,49580
Mercedes-Benz,GLA-Class,2016,4,fwd,32500
Mercedes-Benz,GLA-Class,2016,4,4wd,34500
Mercedes-Benz,GLA-Class,2017,4,4wd,49900
Mercedes-Benz,GLA-Class,2017,4,fwd,32850
Mercedes-Benz,GLA-Class,2017,4,4wd,34850
Mercedes-Benz,GLC-Class,2016,4,rwd,38950
Mercedes-Benz,GLC-Class,2016,4,4wd,40950
Mercedes-Benz,GLC-Class,2017,4,rwd,39150
Mercedes-Benz,GLC-Class,2017,4,4wd,41150
Mercedes-Benz,GLE-Class Coupe,2016,6,4wd,65100
Mercedes-Benz,GLE-Class Coupe,2016,8,4wd,109300
Mercedes-Benz,GLE-Class Coupe,2017,6,4wd,69650
Mercedes-Benz,GLE-Class Coupe,2017,8,4wd,110650
Mercedes-Benz,GLE-Class,2016,6,4wd,64600
Mercedes-Benz,GLE-Class,2016,8,4wd,99950
Mercedes-Benz,GLE-Class,2016,6,rwd,51100
Mercedes-Benz,GLE-Class,2016,8,4wd,107100
Mercedes-Benz,GLE-Class,2016,4,4wd,52500
Mercedes-Benz,GLE-Class,2016,6,4wd,53600
Mercedes-Benz,GLE-Class,2017,8,4wd,108840
Mercedes-Benz,GLE-Class,2017,8,4wd,101690
Mercedes-Benz,GLE-Class,2017,6,4wd,65650
Mercedes-Benz,GLE-Class,2017,6,rwd,52000
Mercedes-Benz,GLE-Class,2017,6,4wd,54500
Volkswagen,GLI,2008,4,fwd,25375
Volkswagen,GLI,2008,4,fwd,25375
Volkswagen,GLI,2008,4,fwd,24300
Volkswagen,GLI,2008,4,fwd,24300
Volkswagen,GLI,2008,4,fwd,24300
Volkswagen,GLI,2008,4,fwd,25375
Volkswagen,GLI,2009,4,fwd,24770
Volkswagen,GLI,2009,4,fwd,24770
Volkswagen,GLI,2009,4,fwd,25870
Volkswagen,GLI,2009,4,fwd,25870
Volkswagen,GLI,2012,4,fwd,26895
Volkswagen,GLI,2012,4,fwd,25795
Volkswagen,GLI,2012,4,fwd,26695
Volkswagen,GLI,2012,4,fwd,24845
Volkswagen,GLI,2012,4,fwd,26895
Volkswagen,GLI,2012,4,fwd,25795
Volkswagen,GLI,2012,4,fwd,27795
Volkswagen,GLI,2012,4,fwd,24845
Volkswagen,GLI,2012,4,fwd,27795
Volkswagen,GLI,2012,4,fwd,26695
Volkswagen,GLI,2012,4,fwd,23745
Volkswagen,GLI,2012,4,fwd,23745
Mercedes-Benz,GLK-Class,2013,6,rwd,37090
Mercedes-Benz,GLK-Class,2013,6,4wd,39090
Mercedes-Benz,GLK-Class,2013,4,4wd,38590
Mercedes-Benz,GLK-Class,2014,4,4wd,38980
Mercedes-Benz,GLK-Class,2014,6,4wd,39480
Mercedes-Benz,GLK-Class,2014,6,rwd,37480
Mercedes-Benz,GLK-Class,2015,6,rwd,37900
Mercedes-Benz,GLK-Class,2015,6,4wd,39900
Mercedes-Benz,GLK-Class,2015,4,4wd,39400
Mercedes-Benz,GLS-Class,2017,8,4wd,124100
Mercedes-Benz,GLS-Class,2017,8,4wd,93850
Mercedes-Benz,GLS-Class,2017,6,4wd,68700
Volkswagen,Golf Alltrack,2017,4,4wd,26950
Volkswagen,Golf Alltrack,2017,4,4wd,32890
Volkswagen,Golf Alltrack,2017,4,4wd,30530
Volkswagen,Golf Alltrack,2017,4,4wd,25850
Volkswagen,Golf Alltrack,2017,4,4wd,29430
Volkswagen,Golf GTI,2015,4,fwd,29280
Volkswagen,Golf GTI,2015,4,fwd,32640
Volkswagen,Golf GTI,2015,4,fwd,24785
Volkswagen,Golf GTI,2015,4,fwd,28885
Volkswagen,Golf GTI,2015,4,fwd,26280
Volkswagen,Golf GTI,2015,4,fwd,25885
Volkswagen,Golf GTI,2015,4,fwd,30380
Volkswagen,Golf GTI,2015,4,fwd,29880
Volkswagen,Golf GTI,2015,4,fwd,27380
Volkswagen,Golf GTI,2015,4,fwd,30980
Volkswagen,Golf GTI,2015,4,fwd,27980
Volkswagen,Golf GTI,2015,4,fwd,29485
Volkswagen,Golf GTI,2015,4,fwd,31540
Volkswagen,Golf GTI,2015,4,fwd,25385
Volkswagen,Golf GTI,2015,4,fwd,30045
Volkswagen,Golf GTI,2015,4,fwd,26880
Volkswagen,Golf GTI,2015,4,fwd,31145
Volkswagen,Golf GTI,2015,4,fwd,27785
Volkswagen,Golf GTI,2015,4,fwd,26485
Volkswagen,Golf GTI,2015,4,fwd,28385
Volkswagen,Golf GTI,2016,4,fwd,30620
Volkswagen,Golf GTI,2016,4,fwd,26095
Volkswagen,Golf GTI,2016,4,fwd,25595
Volkswagen,Golf GTI,2016,4,fwd,29125
Volkswagen,Golf GTI,2016,4,fwd,31220
Volkswagen,Golf GTI,2016,4,fwd,27090
Volkswagen,Golf GTI,2016,4,fwd,27590
Volkswagen,Golf GTI,2016,4,fwd,31630
Volkswagen,Golf GTI,2016,4,fwd,24995
Volkswagen,Golf GTI,2016,4,fwd,30135
Volkswagen,Golf GTI,2016,4,fwd,31235
Volkswagen,Golf GTI,2016,4,fwd,32730
Volkswagen,Golf GTI,2016,4,fwd,29725
Volkswagen,Golf GTI,2016,4,fwd,28025
Volkswagen,Golf GTI,2016,4,fwd,26490
Volkswagen,Golf GTI,2016,4,fwd,30120
Volkswagen,Golf GTI,2016,4,fwd,28625
Volkswagen,Golf GTI,2016,4,fwd,26695
Volkswagen,Golf GTI,2016,4,fwd,29520
Volkswagen,Golf GTI,2016,4,fwd,28190
Volkswagen,Golf GTI,2017,4,fwd,35195
Volkswagen,Golf GTI,2017,4,fwd,25595
Volkswagen,Golf GTI,2017,4,fwd,27995
Volkswagen,Golf GTI,2017,4,fwd,34095
Volkswagen,Golf GTI,2017,4,fwd,26095
Volkswagen,Golf GTI,2017,4,fwd,26695
Volkswagen,Golf GTI,2017,4,fwd,31990
Volkswagen,Golf GTI,2017,4,fwd,30890
Volkswagen,Golf GTI,2017,4,fwd,24995
Volkswagen,Golf GTI,2017,4,fwd,29095
Volkswagen,Golf R,2015,4,4wd,39090
Volkswagen,Golf R,2015,4,4wd,36595
Volkswagen,Golf R,2016,4,4wd,36750
Volkswagen,Golf R,2016,4,4wd,38995
Volkswagen,Golf R,2016,4,4wd,35650
Volkswagen,Golf R,2016,4,4wd,37895
Volkswagen,Golf R,2017,4,4wd,36755
Volkswagen,Golf R,2017,4,4wd,35655
Volkswagen,Golf R,2017,4,4wd,39375
Volkswagen,Golf R,2017,4,4wd,40475
Volkswagen,Golf SportWagen,2015,4,fwd,31445
Volkswagen,Golf SportWagen,2015,4,fwd,22495
Volkswagen,Golf SportWagen,2015,4,fwd,27995
Volkswagen,Golf SportWagen,2015,4,fwd,21395
Volkswagen,Golf SportWagen,2015,4,fwd,29345
Volkswagen,Golf SportWagen,2015,4,fwd,26995
Volkswagen,Golf SportWagen,2015,4,fwd,30345
Volkswagen,Golf SportWagen,2015,4,fwd,24595
Volkswagen,Golf SportWagen,2015,4,fwd,25695
Volkswagen,Golf SportWagen,2015,4,fwd,29095
Volkswagen,Golf SportWagen,2016,4,fwd,24995
Volkswagen,Golf SportWagen,2016,4,fwd,27025
Volkswagen,Golf SportWagen,2016,4,fwd,29385
Volkswagen,Golf SportWagen,2016,4,fwd,22725
Volkswagen,Golf SportWagen,2016,4,fwd,21625
Volkswagen,Golf SportWagen,2017,4,fwd,22680
Volkswagen,Golf SportWagen,2017,4,fwd,27030
Volkswagen,Golf SportWagen,2017,4,fwd,21580
Volkswagen,Golf SportWagen,2017,4,fwd,29970
Volkswagen,Golf,2015,4,fwd,26995
Volkswagen,Golf,2015,4,fwd,19295
Volkswagen,Golf,2015,4,fwd,23445
Volkswagen,Golf,2015,4,fwd,21295
Volkswagen,Golf,2015,4,fwd,17995
Volkswagen,Golf,2015,4,fwd,28395
Volkswagen,Golf,2015,4,fwd,24895
Volkswagen,Golf,2015,4,fwd,20995
Volkswagen,Golf,2015,4,fwd,29495
Volkswagen,Golf,2015,4,fwd,27395
Volkswagen,Golf,2015,4,fwd,22345
Volkswagen,Golf,2015,4,fwd,25895
Volkswagen,Golf,2015,4,fwd,22395
Volkswagen,Golf,2015,4,fwd,20395
Volkswagen,Golf,2016,4,fwd,20675
Volkswagen,Golf,2016,4,fwd,27425
Volkswagen,Golf,2016,4,fwd,19595
Volkswagen,Golf,2016,4,fwd,22625
Volkswagen,Golf,2016,4,fwd,18495
Volkswagen,Golf,2016,4,fwd,25225
Volkswagen,Golf,2016,4,fwd,20175
Volkswagen,Golf,2016,4,fwd,19575
Volkswagen,Golf,2016,4,fwd,21275
Volkswagen,Golf,2017,4,fwd,20995
Volkswagen,Golf,2017,4,fwd,22695
Volkswagen,Golf,2017,4,fwd,21595
Volkswagen,Golf,2017,4,fwd,19895
Pontiac,Grand Am,2003,6,fwd,22940
Pontiac,Grand Am,2003,6,fwd,21690
Pontiac,Grand Am,2003,4,fwd,17070
Pontiac,Grand Am,2003,6,fwd,21240
Pontiac,Grand Am,2003,6,fwd,22940
Pontiac,Grand Am,2003,6,fwd,21690
Pontiac,Grand Am,2003,4,fwd,18890
Pontiac,Grand Am,2004,4,fwd,17070
Pontiac,Grand Am,2004,6,fwd,23530
Pontiac,Grand Am,2004,6,fwd,22280
Pontiac,Grand Am,2004,6,fwd,23530
Pontiac,Grand Am,2004,6,fwd,21830
Pontiac,Grand Am,2004,4,fwd,19555
Pontiac,Grand Am,2004,6,fwd,22280
Pontiac,Grand Am,2005,6,fwd,23750
Pontiac,Grand Am,2005,6,fwd,22500
Pontiac,Grand Am,2005,4,fwd,20090
Dodge,Grand Caravan,2015,6,fwd,30995
Dodge,Grand Caravan,2015,6,fwd,27395
Dodge,Grand Caravan,2015,6,fwd,21795
Dodge,Grand Caravan,2015,6,fwd,24245
Dodge,Grand Caravan,2015,6,fwd,28395
Dodge,Grand Caravan,2015,6,fwd,25245
Dodge,Grand Caravan,2016,6,fwd,25095
Dodge,Grand Caravan,2016,6,fwd,22595
Dodge,Grand Caravan,2016,6,fwd,28295
Dodge,Grand Caravan,2016,6,fwd,31495
Dodge,Grand Caravan,2016,6,fwd,26195
Dodge,Grand Caravan,2016,6,fwd,29395
Dodge,Grand Caravan,2017,6,fwd,29395
Dodge,Grand Caravan,2017,6,fwd,26695
Dodge,Grand Caravan,2017,6,fwd,32395
Dodge,Grand Caravan,2017,6,fwd,23995
Pontiac,Grand Prix,2006,6,fwd,24330
Pontiac,Grand Prix,2006,8,fwd,27330
Pontiac,Grand Prix,2006,6,fwd,21330
Pontiac,Grand Prix,2007,8,fwd,28815
Pontiac,Grand Prix,2007,6,fwd,24735
Pontiac,Grand Prix,2007,6,fwd,21815
Pontiac,Grand Prix,2008,6,fwd,22210
Pontiac,Grand Prix,2008,8,fwd,29325
Suzuki,Grand Vitara,2011,4,rwd,23449
Suzuki,Grand Vitara,2011,4,4wd,24949
Suzuki,Grand Vitara,2011,4,rwd,19299
Suzuki,Grand Vitara,2011,4,4wd,22549
Suzuki,Grand Vitara,2011,4,4wd,22899
Suzuki,Grand Vitara,2011,4,rwd,21099
Suzuki,Grand Vitara,2012,4,4wd,23949
Suzuki,Grand Vitara,2012,4,rwd,21399
Suzuki,Grand Vitara,2012,4,4wd,25249
Suzuki,Grand Vitara,2012,4,rwd,22299
Suzuki,Grand Vitara,2012,4,rwd,19499
Suzuki,Grand Vitara,2012,4,4wd,22849
Suzuki,Grand Vitara,2012,4,rwd,23749
Suzuki,Grand Vitara,2013,4,4wd,23799
Suzuki,Grand Vitara,2013,4,4wd,25949
Suzuki,Grand Vitara,2013,4,rwd,22349
Suzuki,Grand Vitara,2013,4,rwd,19949
Suzuki,Grand Vitara,2013,4,rwd,24449
Chrysler,Grand Voyager,2000,6,fwd,2169
Chrysler,Grand Voyager,2000,6,fwd,2266
Plymouth,Grand Voyager,1998,6,fwd,2000
Plymouth,Grand Voyager,1998,6,fwd,2048
Plymouth,Grand Voyager,1998,6,fwd,2000
Plymouth,Grand Voyager,1999,6,fwd,2055
Plymouth,Grand Voyager,1999,6,fwd,2152
Plymouth,Grand Voyager,1999,6,fwd,2234
Plymouth,Grand Voyager,2000,6,fwd,2331
Plymouth,Grand Voyager,2000,6,fwd,2267
Maserati,GranSport,2005,8,rwd,98172
Maserati,GranSport,2006,8,rwd,98872
Maserati,GranSport,2006,8,rwd,104122
Maserati,GranSport,2006,8,rwd,99900
Maserati,GranTurismo Convertible,2014,8,rwd,143300
Maserati,GranTurismo Convertible,2014,8,rwd,153400
Maserati,GranTurismo Convertible,2014,8,rwd,138800
Maserati,GranTurismo Convertible,2015,8,rwd,161070
Maserati,GranTurismo Convertible,2015,8,rwd,182009
Maserati,GranTurismo Convertible,2015,8,rwd,150465
Maserati,GranTurismo Convertible,2015,8,rwd,145740
Maserati,GranTurismo Convertible,2016,8,rwd,161070
Maserati,GranTurismo Convertible,2016,8,rwd,150465
Maserati,GranTurismo Convertible,2016,8,rwd,145740
Maserati,GranTurismo Convertible,2016,8,rwd,182009
Maserati,GranTurismo,2014,8,rwd,143400
Maserati,GranTurismo,2014,8,rwd,126500
Maserati,GranTurismo,2015,8,rwd,132825
Maserati,GranTurismo,2015,8,rwd,165627
Maserati,GranTurismo,2015,8,rwd,150570
Maserati,GranTurismo,2016,8,rwd,150570
Maserati,GranTurismo,2016,8,rwd,132825
Maserati,GranTurismo,2016,8,rwd,165627
Lexus,GS 200t,2016,4,rwd,53285
Lexus,GS 200t,2016,4,rwd,45615
Lexus,GS 200t,2017,4,rwd,46310
Lexus,GS 200t,2017,4,rwd,53980
Lexus,GS 300,2004,6,rwd,38875
Lexus,GS 300,2005,6,rwd,38875
Lexus,GS 300,2006,6,rwd,43150
Lexus,GS 300,2006,6,4wd,45100
Lexus,GS 350,2015,6,rwd,55070
Lexus,GS 350,2015,6,rwd,48600
Lexus,GS 350,2015,6,4wd,57330
Lexus,GS 350,2015,6,4wd,50850
Lexus,GS 350,2016,6,rwd,50000
Lexus,GS 350,2016,6,rwd,54115
Lexus,GS 350,2016,6,4wd,50470
Lexus,GS 350,2017,6,rwd,50695
Lexus,GS 350,2017,6,rwd,54810
Lexus,GS 350,2017,6,4wd,50365
Lexus,GS 350,2017,6,4wd,56555
Lexus,GS 400,1998,8,rwd,3542
Lexus,GS 400,1999,8,rwd,3741
Lexus,GS 400,2000,8,rwd,3965
Lexus,GS 430,2005,8,rwd,47975
Lexus,GS 430,2006,8,rwd,51375
Lexus,GS 430,2007,8,rwd,52375
Lexus,GS 450h,2014,6,rwd,60430
Lexus,GS 450h,2015,6,rwd,61330
Lexus,GS 450h,2016,6,rwd,63080
Lexus,GS 460,2009,8,rwd,53470
Lexus,GS 460,2010,8,rwd,54070
Lexus,GS 460,2011,8,rwd,55370
Lexus,GS F,2016,8,rwd,84440
Nissan,GT-R,2015,6,4wd,111510
Nissan,GT-R,2015,6,4wd,115710
Nissan,GT-R,2015,6,4wd,101770
Nissan,GT-R,2015,6,4wd,149990
Nissan,GT-R,2016,6,4wd,111510
Nissan,GT-R,2016,6,4wd,149990
Nissan,GT-R,2016,6,4wd,101770
Nissan,GT-R,2017,6,4wd,109990
Ford,GT,2005,8,rwd,149995
Ford,GT,2006,8,rwd,149995
Volkswagen,GTI,2012,4,fwd,26275
Volkswagen,GTI,2012,4,fwd,31695
Volkswagen,GTI,2012,4,fwd,24595
Volkswagen,GTI,2012,4,fwd,25095
Volkswagen,GTI,2012,4,fwd,27375
Volkswagen,GTI,2012,4,fwd,31695
Volkswagen,GTI,2012,4,fwd,29995
Volkswagen,GTI,2012,4,fwd,29545
Volkswagen,GTI,2012,4,fwd,27845
Volkswagen,GTI,2012,4,fwd,31095
Volkswagen,GTI,2012,4,fwd,28445
Volkswagen,GTI,2012,4,fwd,27845
Volkswagen,GTI,2012,4,fwd,25095
Volkswagen,GTI,2012,4,fwd,24595
Volkswagen,GTI,2012,4,fwd,28945
Volkswagen,GTI,2012,4,fwd,23995
Volkswagen,GTI,2012,4,fwd,27375
Volkswagen,GTI,2012,4,fwd,29545
Volkswagen,GTI,2012,4,fwd,29995
Volkswagen,GTI,2012,4,fwd,23995
Volkswagen,GTI,2012,4,fwd,25695
Volkswagen,GTI,2012,4,fwd,26875
Volkswagen,GTI,2012,4,fwd,30595
Volkswagen,GTI,2012,4,fwd,30595
Volkswagen,GTI,2012,4,fwd,27975
Volkswagen,GTI,2012,4,fwd,26875
Volkswagen,GTI,2012,4,fwd,28445
Volkswagen,GTI,2012,4,fwd,25695
Volkswagen,GTI,2012,4,fwd,26275
Volkswagen,GTI,2012,4,fwd,28945
Volkswagen,GTI,2012,4,fwd,31095
Volkswagen,GTI,2012,4,fwd,27975
Volkswagen,GTI,2013,4,fwd,29895
Volkswagen,GTI,2013,4,fwd,29695
Volkswagen,GTI,2013,4,fwd,30795
Volkswagen,GTI,2013,4,fwd,25300
Volkswagen,GTI,2013,4,fwd,24200
Volkswagen,GTI,2013,4,fwd,25895
Volkswagen,GTI,2013,4,fwd,30995
Volkswagen,GTI,2013,4,fwd,30395
Volkswagen,GTI,2013,4,fwd,24200
Volkswagen,GTI,2013,4,fwd,28795
Volkswagen,GTI,2013,4,fwd,25095
Volkswagen,GTI,2013,4,fwd,28395
Volkswagen,GTI,2013,4,fwd,27295
Volkswagen,GTI,2013,4,fwd,28195
Volkswagen,GTI,2013,4,fwd,31495
Volkswagen,GTI,2013,4,fwd,28195
Volkswagen,GTI,2013,4,fwd,24795
Volkswagen,GTI,2013,4,fwd,26195
Volkswagen,GTI,2013,4,fwd,31495
Volkswagen,GTI,2013,4,fwd,24795
Volkswagen,GTI,2013,4,fwd,32095
Volkswagen,GTI,2013,4,fwd,25300
Volkswagen,GTI,2013,4,fwd,27895
Volkswagen,GTI,2013,4,fwd,30995
Volkswagen,GTI,2013,4,fwd,29295
Volkswagen,GTI,2013,4,fwd,29695
Volkswagen,GTI,2013,4,fwd,26195
Volkswagen,GTI,2013,4,fwd,32095
Volkswagen,GTI,2013,4,fwd,26795
Volkswagen,GTI,2013,4,fwd,25895
Volkswagen,GTI,2013,4,fwd,25095
Volkswagen,GTI,2013,4,fwd,26795
Volkswagen,GTI,2013,4,fwd,28395
Volkswagen,GTI,2013,4,fwd,27895
Volkswagen,GTI,2013,4,fwd,29295
Volkswagen,GTI,2013,4,fwd,27295
Volkswagen,GTI,2013,4,fwd,30795
Volkswagen,GTI,2013,4,fwd,30395
Volkswagen,GTI,2013,4,fwd,29895
Volkswagen,GTI,2013,4,fwd,28795
Volkswagen,GTI,2014,4,fwd,26195
Volkswagen,GTI,2014,4,fwd,29695
Volkswagen,GTI,2014,4,fwd,25095
Volkswagen,GTI,2014,4,fwd,30795
Pontiac,GTO,2004,8,rwd,31795
Pontiac,GTO,2005,8,rwd,32295
Pontiac,GTO,2006,8,rwd,31290
Lexus,GX 460,2015,8,4wd,49485
Lexus,GX 460,2015,8,4wd,61115
Lexus,GX 460,2016,8,4wd,50780
Lexus,GX 460,2016,8,4wd,62155
Lexus,GX 460,2017,8,4wd,51280
Lexus,GX 460,2017,8,4wd,62980
Lexus,GX 470,2007,8,4wd,46635
Lexus,GX 470,2008,8,4wd,47315
Lexus,GX 470,2009,8,4wd,47615
HUMMER,H3,2008,5,4wd,39290
HUMMER,H3,2008,5,4wd,30995
HUMMER,H3,2008,8,4wd,39560
HUMMER,H3,2009,5,4wd,33390
HUMMER,H3,2009,5,4wd,43130
HUMMER,H3,2009,8,4wd,41705
HUMMER,H3,2010,8,4wd,41705
HUMMER,H3,2010,5,4wd,33390
HUMMER,H3,2010,5,4wd,38365
HUMMER,H3,2010,5,4wd,35960
HUMMER,H3T,2009,5,4wd,30750
HUMMER,H3T,2009,8,4wd,36015
HUMMER,H3T,2010,8,4wd,39205
HUMMER,H3T,2010,5,4wd,30915
HUMMER,H3T,2010,5,4wd,36355
HUMMER,H3T,2010,8,4wd,35680
HUMMER,H3T,2010,5,4wd,33485
Chevrolet,HHR,2009,4,fwd,20720
Chevrolet,HHR,2009,4,fwd,25135
Chevrolet,HHR,2009,4,fwd,18720
Chevrolet,HHR,2009,4,fwd,24815
Chevrolet,HHR,2009,4,fwd,19030
Chevrolet,HHR,2009,4,fwd,21030
Chevrolet,HHR,2010,4,fwd,20030
Chevrolet,HHR,2010,4,fwd,18720
Chevrolet,HHR,2010,4,fwd,26255
Chevrolet,HHR,2010,4,fwd,19720
Chevrolet,HHR,2010,4,fwd,19030
Chevrolet,HHR,2011,4,fwd,18720
Chevrolet,HHR,2011,4,fwd,19030
Chevrolet,HHR,2011,4,fwd,19720
Toyota,Highlander Hybrid,2014,6,4wd,47300
Toyota,Highlander Hybrid,2014,6,4wd,49790
Toyota,Highlander Hybrid,2015,6,4wd,47850
Toyota,Highlander Hybrid,2015,6,4wd,50340
Toyota,Highlander Hybrid,2016,6,4wd,50485
Toyota,Highlander Hybrid,2016,6,4wd,47870
Toyota,Highlander,2015,6,4wd,34750
Toyota,Highlander,2015,6,fwd,31070
Toyota,Highlander,2015,6,4wd,44140
Toyota,Highlander,2015,6,4wd,38050
Toyota,Highlander,2015,6,4wd,41650
Toyota,Highlander,2015,6,fwd,42680
Toyota,Highlander,2015,6,4wd,32530
Toyota,Highlander,2015,4,fwd,29765
Toyota,Highlander,2015,6,fwd,33290
Toyota,Highlander,2015,6,fwd,36590
Toyota,Highlander,2015,6,fwd,40190
Toyota,Highlander,2016,6,fwd,34395
Toyota,Highlander,2016,6,4wd,38775
Toyota,Highlander,2016,4,fwd,30490
Toyota,Highlander,2016,6,4wd,42375
Toyota,Highlander,2016,6,4wd,44990
Toyota,Highlander,2016,6,4wd,33475
Toyota,Highlander,2016,6,fwd,43530
Toyota,Highlander,2016,6,fwd,32015
Toyota,Highlander,2016,6,fwd,40915
Toyota,Highlander,2016,6,4wd,35855
Toyota,Highlander,2016,6,fwd,37315
Plymouth,Horizon,1990,4,fwd,2000
Honda,HR-V,2016,4,fwd,22065
Honda,HR-V,2016,4,4wd,23365
Honda,HR-V,2016,4,fwd,20015
Honda,HR-V,2016,4,4wd,25990
Honda,HR-V,2016,4,4wd,21315
Honda,HR-V,2016,4,fwd,24690
Honda,HR-V,2016,4,fwd,19215
Honda,HR-V,2016,4,fwd,21265
Honda,HR-V,2017,4,fwd,22215
Honda,HR-V,2017,4,4wd,23515
Honda,HR-V,2017,4,fwd,20165
Honda,HR-V,2017,4,4wd,26140
Honda,HR-V,2017,4,fwd,24840
Honda,HR-V,2017,4,fwd,19365
Honda,HR-V,2017,4,4wd,21465
Honda,HR-V,2017,4,fwd,21415
Lexus,HS 250h,2010,4,fwd,34650
Lexus,HS 250h,2010,4,fwd,37420
Lexus,HS 250h,2011,4,fwd,39100
Lexus,HS 250h,2011,4,fwd,36330
Lexus,HS 250h,2012,4,fwd,39800
Lexus,HS 250h,2012,4,fwd,37030
Lamborghini,Huracan,2015,10,4wd,237250
Lamborghini,Huracan,2016,10,4wd,238500
Lamborghini,Huracan,2016,10,4wd,262350
Lamborghini,Huracan,2016,10,rwd,199800
Mitsubishi,i-MiEV,2014,4,rwd,22995
Mitsubishi,i-MiEV,2016,4,rwd,22995
Mitsubishi,i-MiEV,2017,4,rwd,22995
Infiniti,I30,1999,6,fwd,2288
Infiniti,I30,1999,6,fwd,2433
Infiniti,I30,2000,6,fwd,2648
Infiniti,I30,2000,6,fwd,2552
Infiniti,I30,2001,6,fwd,31790
Infiniti,I30,2001,6,fwd,29715
Infiniti,I35,2002,6,fwd,28750
Infiniti,I35,2003,6,fwd,29100
Infiniti,I35,2004,6,fwd,30600
BMW,i3,2015,0,rwd,42400
BMW,i3,2016,0,rwd,42400
BMW,i3,2017,0,rwd,42400
BMW,i3,2017,0,rwd,43600
Scion,iA,2016,4,fwd,16800
Scion,iA,2016,4,fwd,15700
Acura,ILX Hybrid,2014,4,fwd,28900
Acura,ILX Hybrid,2014,4,fwd,34600
Acura,ILX,2015,4,fwd,29350
Acura,ILX,2015,4,fwd,31750
Acura,ILX,2015,4,fwd,29350
Acura,ILX,2015,4,fwd,27050
Acura,ILX,2016,4,fwd,34890
